,Restaurant_Recreaction,Grocery_Pharmacy,Retail
2020-04-10,94379.0,67308.0,233094.0
2020-04-11,85601.0,72674.0,222657.0
2020-04-12,52516.0,40664.0,126121.0
2020-04-13,78167.0,51471.0,188920.0
2020-04-14,84453.0,52484.0,197757.0
2020-04-15,92967.0,57432.0,217340.0
2020-04-16,92757.0,57005.0,216463.0
2020-04-17,103970.0,60874.0,238456.0
2020-04-18,93615.0,64141.0,225205.0
2020-04-19,67947.0,52890.0,164373.0
2020-04-20,88870.0,57054.0,213244.0
2020-04-21,99039.0,61417.0,234133.0
2020-04-22,97438.0,62199.0,233426.0
2020-04-23,105849.0,64564.0,249420.0
2020-04-24,117849.0,67662.0,270383.0
2020-04-25,107267.0,70253.0,254785.0
2020-04-26,86113.0,61277.0,202806.0
2020-04-27,97983.0,59981.0,238147.0
2020-04-28,96398.0,58220.0,231686.0
2020-04-29,102442.0,60625.0,242596.0
2020-04-30,112504.0,64072.0,262291.0
2020-05-01,137149.0,71937.0,312574.0
2020-05-02,123579.0,73863.0,291108.0
2020-05-03,95710.0,62110.0,217997.0
2020-05-04,110652.0,63152.0,261074.0
2020-05-05,119550.0,65629.0,278003.0
2020-05-06,126775.0,68094.0,292143.0
2020-05-07,125056.0,68347.0,289332.0
2020-05-08,146349.0,77018.0,334347.0
2020-05-09,144717.0,93098.0,349485.0
